ID1,ID2,Sex,Age,"Age class (1=calf, 2=yearling, 3=adult)",Year,Location (1=Island 2=Småland 3=Sörmland 4=V-götland),Location 2 (1=Öland 2=Mainland,Weight (carcass),AP-titre (1:40-1:1280),AP-pos (at least 1:40),AP-PCR (1=pos),,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0802,E11,M,1.5,2,2008,3,2,124,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF0906,S39,F,1.5,2,2009,3,2,125,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0813,H12,F,1.5,2,2008,2,2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0902,S13,M,1.5,2,2009,3,2,125,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM1002,S102,M,1.5,2,2010,2,2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0909,S3,M,1.5,2,2009,3,2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF0908,JS8,F,1.5,2,2009,3,2,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF1002,S112,F,1.5,2,2010,2,2,130,1:1280,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0807,R13,F,1.5,2,2008,2,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYF0805,T20,F,1.5,2,2008,4,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0902,S8,F,2.5,3,2009,3,2,130,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM1001,F10,M,1.5,2,2010,2,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM1004,S103,M,4.5,3,2010,2,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1001,F1,F,1.5,2,2010,2,2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0902,9H16,M,1.5,2,2009,2,2,131,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0905,9H30,F,1.5,2,2009,2,2,132,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF0910,S14,F,1.5,2,2009,3,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0906,9H28,F,8.5,3,2009,2,2,132,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0807,H40,M,1.5,2,2008,2,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0903,9H08,M,1.5,2,2009,2,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0906,S25,M,1.5,2,2009,3,2,134,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0903,9H07,F,1.5,2,2009,2,2,135,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0811,H22,F,1.5,2,2008,2,2,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0904,9H25,M,1.5,2,2009,2,2,135,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0908,S27,M,1.5,2,2009,3,2,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYM0805,T25,M,1.5,2,2008,4,2,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF0909,S1,F,1.5,2,2009,3,2,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0808,H34,F,2.5,3,2008,2,2,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0801,E1,M,1.5,2,2008,3,2,137,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0808,R15,F,1.5,2,2008,2,2,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0804,E3,M,1.5,2,2008,3,2,139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0803,R26,F,1.5,2,2008,2,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0806,R12,F,1.5,2,2008,2,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF1001,S110,F,1.5,2,2010,2,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0802,R5,M,1.5,2,2008,2,2,140,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0804,R42,M,1.5,2,2008,2,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYM0804,T24,M,1.5,2,2008,4,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYM0806,T27,M,1.5,2,2008,4,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1005,V134,F,1.5,2,2010,2,2,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0815,H14,M,1.5,2,2008,2,2,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0906,9H01,F,1.5,2,2009,2,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0811,H8,M,1.5,2,2008,2,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYF0804,T17,F,1.5,2,2008,4,2,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM1002,S109,M,2.5,3,2010,2,2,144,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0905,JS7,M,2.5,3,2009,3,2,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0902,9H02,F,1.5,2,2009,2,2,145,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1008,S34,F,6.5,3,2010,2,2,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0814,R8,F,1.5,2,2008,2,2,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0906,JS2,F,2.5,3,2009,3,2,146,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAF0803,T11,F,11.5,3,2008,4,2,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0904,JS5,M,2.5,3,2009,3,2,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0815,R25,F,10.5,3,2008,2,2,147,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0807,R17,F,2.5,3,2008,2,2,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0907,S26,F,2.5,3,2009,3,2,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYM0801,T15,M,1.5,2,2008,4,2,148,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0809,H30,M,1.5,2,2008,2,2,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0812,H7,F,1.5,2,2008,2,2,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1004,S44,F,2.5,3,2010,2,2,150,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1004,V118,F,1.5,2,2010,2,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0901,S6,F,2.5,3,2009,3,2,152,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0905,9H26,F,4.5,3,2009,2,2,154,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0907,9H29,F,3.5,3,2009,2,2,154,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAF0802,T4,F,2.5,3,2008,4,2,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0817,H10,M,1.5,2,2008,2,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0906,S12 (märkt),M,3.5,3,2009,3,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYM0802,T13,F,1.5,2,2008,4,2,156,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1003,V1,F,1.5,2,2010,2,2,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0905,9H19,M,2.5,3,2009,2,2,157,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0804,R27,F,1.5,2,2008,2,2,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1012,AH7,F,18.5,3,2010,2,2,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1003,V149,F,2.5,3,2010,2,2,160,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0803,R51,M,1.5,2,2008,2,2,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0906,9H32,M,2.5,3,2009,2,2,160,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0808,H43,M,1.5,2,2008,2,2,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0903,9H22,F,2.5,3,2009,2,2,165,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0802,R36,F,2.5,3,2008,2,2,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0803,R31,F,2.5,3,2008,2,2,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1008,V133,M,4.5,3,2010,2,2,165,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0805,R3,F,1.5,2,2008,2,2,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0901,9H09,F,8.5,3,2009,2,2,166,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0904,S19,F,4.5,3,2009,3,2,168,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0810,H47,F,1.5,2,2008,2,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYF0802,T12,F,1.5,2,2008,4,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYF0803,T14,F,1.5,2,2008,4,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYF0806,T29,F,1.5,2,2008,4,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0816,R20,F,11.5,3,2008,2,2,170,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0801,R51/Bengt,F,2.5,3,2008,2,2,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAM0801,T2,M,2.5,3,2008,4,2,170,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0810,R6,M,3.5,3,2008,2,2,170,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0805,R14,M,1.5,2,2008,2,2,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0909,S17,F,,,2009,3,2,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0806,R2,M,1.5,2,2008,2,2,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0807,R19,M,3.5,3,2008,2,2,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0811,R40,F,4.5,3,2008,2,2,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0804,R32,F,2.5,3,2008,2,2,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF0904,9H27,F,1.5,2,2009,2,2,180,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0813,R7,F,5.5,3,2008,2,2,180,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1005,F5,F,3.5,3,2010,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0814,H19,M,1.5,2,2008,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0802,R29,M,2.5,3,2008,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0805,H1,M,2.5,3,2008,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0806,R18,M,3.5,3,2008,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0907,9H06,M,3.5,3,2009,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAM0802,T22,M,2.5,3,2008,4,2,180,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0901,S36,M,,,2009,3,2,180,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1001,F4,F,2.5,3,2010,2,2,181,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0812,H2,F,5.5,3,2008,2,2,182,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0814,H23,F,8.5,3,2008,2,2,182,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0902,9H15,F,4.5,3,2009,2,2,184,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0902,S37,M,,,2009,3,2,184,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0801,E5,F,4.5,3,2008,3,2,185,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0809,H36,F,2.5,3,2008,2,2,186,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0901,9H13,M,1.5,2,2009,2,2,186,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0905,S24,F,4.5,3,2009,3,2,187,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1002,V145,M,2.5,3,2010,2,2,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1002,V125,F,2.5,3,2010,2,2,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0812,R1,M,1.5,2,2008,2,2,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0803,H4,M,2.5,3,2008,2,2,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1010,V87,F,13.5,3,2010,2,2,190,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0904,9H14,M,2.5,3,2009,2,2,190,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1009,V135,M,4.5,3,2010,2,2,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0805,R28,F,2.5,3,2008,2,2,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1010,AH3,M,5.5,3,2010,2,2,194,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0806,R24,F,2.5,3,2008,2,2,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1015,V122,M,6.5,3,2010,2,2,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0904,9H23,F,4.5,3,2009,2,2,204,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0810,R34,F,3.5,3,2008,2,2,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0808,R23,M,3.5,3,2008,2,2,210,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1003,F6,M,4.5,3,2010,2,2,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0809,R33,M,3.5,3,2008,2,2,214,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1016,V124,M,7.5,3,2010,2,2,215,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0815,R11,M,5.5,3,2008,2,2,218,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0812,R10,M,4.5,3,2008,2,2,220,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0901,9H04,M,2.5,3,2009,2,2,220,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1012,V148,M,5.5,3,2010,2,2,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1011,F9,M,5.5,3,2010,2,2,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0810,H21,M,1.5,2,2008,2,2,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0813,R16,M,4.5,3,2008,2,2,230,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0903,9H11,M,6.5,3,2009,2,2,235,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0909,9H21,M,4.5,3,2009,2,2,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0814,R9,M,4.5,3,2008,2,2,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0908,9H05,M,4.5,3,2009,2,2,244,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0816,H45,M,11.5,3,2008,2,2,248,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0902,9H10,M,4.5,3,2009,2,2,250,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1014,V100,M,6.5,3,2010,2,2,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1017,V21/AH4,M,7.5,3,2010,2,2,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1006,V117,M,4.5,3,2010,2,2,256,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVCM0812,R44,M,0.5,1,2008,2,2,258,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1005,V116,M,4.5,3,2010,2,2,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCF1001,S45,F,0.5,1,2010,2,2,,1:1280,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVCF0804,H35,F,0.5,1,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVCF0805,H37,F,0.5,1,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVCF1001,AH6,F,0.5,1,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVCF1002,F2,F,0.5,1,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1007,V41,F,1.5,2,2010,2,2,,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF0901,S4,F,1.5,2,2009,3,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYF0905,S35,F,1.5,2,2009,3,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1008,V46,F,1.5,2,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYF1009,V94,F,1.5,2,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF0817,H11,F,12.5,3,2008,2,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1004,AH1,F,3.5,3,2010,2,2,,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1001,JM2,F,2.5,3,2010,2,2,,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1006,S113,F,3.5,3,2010,2,2,,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1009,JM1,F,15.5,3,2010,2,2,,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF0903,S10,F,3.5,3,2009,3,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MGAF0801,T6,F,12.5,3,2008,4,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1006,V126,F,3.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1007,V50,F,3.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1008,V51,F,4.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1009,V18,F,8.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAF1011,V156,F,16.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1002,JM6,F,2.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAF1005,JM4,F,3.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVCM1001,F3,M,0.5,1,2010,2,2,,1:320,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0801,H13,M,1.5,2,2008,2,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0813,H17,M,1.5,2,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0816,H15,M,1.5,2,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVYM0818,H33,M,1.5,2,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM1003,S105,M,1.5,2,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0907,S16,M,1.5,2,2009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0910,S31,M,1.5,2,2009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0911,ÖS1,M,1.5,2,2009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0912,S21,M,1.5,2,2009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSYM0913,S74,M,1.5,2,2009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0811,H6,M,4.5,3,2008,2,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1018,V42,M,8.5,3,2010,2,2,,1:1280,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1020,AH2,M,10.5,3,2010,2,2,,1:320,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0903,S2,M,3.5,3,2009,3,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0801,R49,M,2.5,3,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM0804,H29,M,2.5,3,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1001,V128,M,2.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1004,V107,M,4.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1007,V12,M,4.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1013,AH5,M,6.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1019,V32,M,9.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM1003,JM5,M,3.5,3,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B24,M,,,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVAM1021,V140,M,,,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSAM0907,S32,M,,,2009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T23,,,,2008,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
